region,timezone,language,lasttime,created_bill,package,hours_user,sum_vm,sum_length,is_paid
VN,7,vi,0,78,golden,55,2,23984078848,0
AF,7,en,689,11597,NULL,50,41,1.22821E+12,1
US,-5,en,5,100,6x3090,122,1,4949292334,1
GB,0,en,122,1478,1x3090,63,1,1.48257E+11,1
AW,-4,en,1,27,1x3090,13,1,1.65445E+11,1
KW,3,en,0,95,1x3090,19,1,8721006592,0
CA,-5,en,0,1558,16,78,1,32246857728,0
PE,-5,es,1,1317,18,13,1,23642243072,0
NL,1,en,64,2765,1x3090,0,1,56431214592,1
US,-5,en,1,12,6x3090,6,2,35646341120,1
PH,8,en,266,1121,1x3090,81,5,3.32005E+11,1
VN,7,vi,1,59,cpuhub1,43,1,14055112704,0
IN,5,en,13,62,22,91,1,45811190423,1
PL,1,pl,1,21,1x2080Ti,5,1,3615490048,0
VN,7,vi,1,1318,1x3090,240,1,24972691513,0
BR,-2,pt,169,796,cpuhub1,23,8,3.01386E+11,1
IN,5,en,0,2265,1x3090,4,2,49777999872,0
PT,0,en,0,31,1x3090,111,1,70496813056,0
ID,8,en,0,1020,1x3090,33,1,30036459520,0
CM,1,en,0,139874,23,6,3,1.62663E+11,0
DE,2,en,1,401,16,23,3,47043459834,1
MA,1,en,493,3925,sliver,69,25,7.88384E+11,1
IT,1,it,387,43,1x3090,112,2,86334292748,1
VN,7,en,NULL,59,1x2080Ti,43,1,75850842112,1
BR,-3,pt,0,438,1x3090,56,1,46834647040,0
IL,2,en,0,25769,1x3090,62,1,96174342144,1
VN,7,en,1,44,1x3090,187,2,93470653687,1
IT,2,it,7,162,1x3090,14,1,25471521710,1
RO,3,en,3,1237,1x3090,79,1,43118493696,0
PL,1,pl,368,36,1x2080Ti,152,2,34694234112,0
VN,7,vi,541,116,sliver,9,3,1.65066E+11,1
VN,7,vi,3,72,1x3090,45,1,17186351492,1
US,-7,en,120,1713,6x2080ti,30,1,51751419904,1
EG,2,en,11,17177,1x3090,101,1,1.6869E+11,1
CA,-4,en,3,567,16,78,2,1.66996E+11,1
TR,3,tr,0,91,golden,23,1,10323230720,0
BE,1,en,0,1475,1x3090,1895,1,29723983872,1
VN,7,en,0,2785,cpuhub1,33,2,37629717736,1
MX,-6,es,0,153,1x3090,9,2,61897441280,0
IN,5,en,8,48,23,18,1,39072038912,0
DE,2,en,0,6066,1x3090,30,1,10975292268,0
RU,3,ru,1,3021,1x3090,146,1,62938677248,0
PL,1,pl,57,445,6x3090,1882,2,40773161358,1
VN,7,en,335,138,16,397,8,3.76365E+11,1
VN,7,vi,0,21,1x3090,89,1,10293098490,1
FI,2,en,49,10580,cpuhub1,41,2,89733988352,1
IT,1,it,0,13205,16,23,2,9281608825,1
GB,0,en,18,2661,1x3090,20,2,37379980897,1
VN,7,vi,63,32,cpuhub1,145,11,7.09727E+11,1
US,-6,en,1,2314,cpuhub1,339,2,1.67143E+11,1
IT,1,it,0,248,1x2080Ti,6,1,4194304,0
VN,7,vi,0,45,1x3090,80,1,81429266432,0
GB,1,en,1,1569,1x3090,5,1,38783680512,0
CH,1,de,233,72412,golden,22,4,42023608465,1
NO,1,en,14,58,1x3090,102,4,4.3923E+11,1
US,7,en,0,34,6x3090,80,1,28641853440,1
BR,-3,pt,210,3123,1x3090,18,1,1.04435E+11,1
JO,3,en,1,1040,22,45,3,1.83584E+11,1
US,-7,en,3,266,1x3090,1310,3,75640686423,1
EG,2,en,194,1350,1x2080Ti,12,3,1.04078E+11,1
RU,3,ru,36,137978,16,1461,3,1.85318E+11,1
AU,10,en,248,20,1x3090,97,8,6.66014E+11,1
CH,1,en,13,286,1x3090,121,19,1.64062E+12,1
VN,7,en,327,174,1x3090,108,8,4.57892E+11,1
SE,1,en,128,46,23,67,2,84174438400,1
VN,7,en,5,2020,1x3090,134,1,2.16743E+11,1
US,-4,en,9,2437,NULL,10080,5,3.35593E+11,1
QA,3,en,44,809,6x3080,50,4,1.65641E+11,1
US,-5,en,264,14,1x3090,103,1,5858779091,1
US,-7,en,54,50,6x3080,52,2,17250372168,1
TW,8,en,188,69,1x3090,51,2,75927010452,1
VN,7,vi,0,104,cpuhub1,180,1,25505562624,0
CZ,1,uk,196,6186,1x3090,3,1,47315610875,1
PL,2,pl,0,350,1x3090,428,1,52379516928,1
US,-5,en,3,16,1x2080Ti,1440,2,1.04965E+11,1
JP,9,ja,21,2144,18,76,1,26180474087,1
BR,-3,pt,5,36,1x3090,56,1,65886881425,1
AU,10,en,0,11643,1x3090,59,2,32949403648,0
US,-7,en,590,115,sliver,2,1,69462917120,1
US,3,tr,0,752,1x3090,18,1,32307675136,0
NZ,13,en,23,28,16,5,1,60619227136,1
VN,7,en,0,22,16,68,1,31915507712,0
VN,7,vi,290,242,NULL,27,2,34801077453,1
AU,10,en,0,24,1x3090,2,1,74992318516,1
AU,11,en,0,136,23,15,1,43570429952,1
BH,3,en,251,586,cpuhub1,2402,2,36061753303,1
CN,8,en,647,48,sliver,77,1,54392782848,1
VN,7,vi,0,56,cpuhub1,180,1,29129441280,0
VN,7,en,0,1304,cpuhub1,114,1,13268680704,0
US,-4,en,135,7239,1x3090,43,2,84345356288,0
FR,1,en,0,37,1x3090,17,1,39417020416,1
NG,1,en,0,19118,1x3090,32,1,28880928768,0
CH,1,en,100,569,cpuhub1,180,9,2.13589E+11,1
VN,7,vi,0,1891,1x3090,111,1,49751785472,0
KR,9,ko,0,697,1x3090,4,1,27473739776,0
SK,1,sk,122,107,6x3080,14,3,28111138057,1
GB,1,en,1,121,6x2080ti,60,1,8758623715,1
CN,8,en,0,37,22,38,3,1.38222E+11,1
BR,-3,pt,1,38,1x3090,28,1,30254563328,0
KR,9,ko,176,40,1x3090,2,1,13427148788,1
MX,-5,es,13,6112,1x3090,33,1,72371666944,0
VN,7,en,1,177,1x3090,363,1,89354403840,1
US,-8,en,5,934,23,18,1,38667288576,0
MX,-5,es,245,48,1x3090,36,1,1.02986E+11,1
FR,2,fr,0,54,24,46,2,84404076544,1
VN,7,en,14,69,23,257,2,2.60472E+11,1
TH,7,th,74,122,23,9,3,3.5246E+11,1
ID,7,id,0,1782,1x3090,45,1,72289878016,0
VN,7,en,0,4222,1x3090,3,1,1.33949E+11,0
DZ,8,en,0,56,16,69,2,72320286720,0
AZ,4,en,89,53,1x3090,76,2,2.22202E+11,1
GB,1,en,171,5672,1x3090,127,1,2.10087E+11,1
SV,-6,en,2,56,1x3090,47,1,49646927872,0
US,8,en,290,4111,16,24,5,1.56333E+11,1
FR,2,fr,1,199,16,1,4,83315947641,1
EE,3,ru,104,22918,6x3080,21,2,48847533581,1
SE,1,en,171,658,16,78,2,68182605824,1
PH,8,en,10,2051,1x3090,62,1,74001154048,1
IT,1,it,0,26,1x2080Ti,0,1,5611978752,0
CL,-4,es,515,2821,6x2080ti,74,3,59849450213,1
VN,7,en,0,16553,cpuhub1,508,1,71139590144,0
DE,1,de,0,441,cpuhub1,5,1,29565648896,1
VN,7,en,2,54753,1x2080Ti,34,2,15720251392,0
ES,2,es,23,760,cpuhub1,148,1,46775411795,1
DE,1,de,48,8520,1x3090,45,1,69760712704,0
IT,1,it,50,175,1x3090,64,3,51014552519,1
RO,3,en,1,192,1x3090,73,1,92334456832,0
TW,8,zh,0,477,16,581,2,1.18949E+11,1
VN,7,en,70,31392,6x3080,46,5,63187189760,1
VN,7,en,216,2829,sliver,0,2,38543868950,1
JP,9,ja,0,150,1x3090,36,1,37829476352,1
VN,7,vi,55,417841,1x3090,9,2,34838751750,1
US,-8,en,20,2336,22,24,3,1.38721E+11,1
VN,7,vi,3,21,1x2080Ti,59,1,773195108,1
US,-4,en,160,1097,18,36,8,1.82678E+12,1
VN,7,vi,15,1392,1x3090,11,1,54021586944,0
US,-4,en,12,124,22,61,2,82856378368,1
IN,5,en,0,411792,1x3090,73,1,29048700928,0
US,-7,en,1,30,16,339,1,15225244692,1
US,-4,en,1,18,1x3090,2,1,24472715264,0
RU,3,ru,33,68100,1x3090,38,1,53591670784,1
US,-4,en,30,20,1x3090,53,1,23942801569,1
GB,1,en,194,46,16,31,5,3.04237E+11,1
BD,6,en,45,1752,1x3090,95,1,60979937280,0
CA,-4,en,0,2494,1x3090,5,2,39591078153,1
IN,-7,en,0,49,1x3090,111,1,25930235904,0
VN,7,vi,208,655,sliver,3,2,1.60362E+11,1
GB,0,en,55,121,1x2080Ti,47,1,5098176512,0
US,-6,en,20,1353,1x3090,3,1,41719693312,1
ID,7,en,284,1404,1x3090,13,1,2.70339E+11,1
VN,7,en,571,111964,1x2080Ti,4,2,69571969024,1
HK,8,en,88,67,1x3090,99,2,8.01045E+11,1
VN,7,vi,10,80291,cpuhub1,10,1,57908955534,1
VN,7,vi,211,2626,1x3090,43200,1,1.33949E+11,0
US,-4,en,1,42,16,24,1,34698428416,0
DK,2,da,5,1649,16,465,2,3.21439E+11,1
VN,7,vi,31,95,cpuhub1,5,1,1.03838E+11,0
SR,-3,en,0,48987,1x3090,29,1,44798312448,0
MD,3,en,0,18,1x3090,79,2,47563407360,0
US,-8,en,0,16,1x3090,14,1,39471546368,1
ES,2,es,0,46,1x3090,36,1,25110249472,0
BR,-3,pt,586,27164,sliver,286,2,31286362112,1
JO,2,en,344,378,6x2080ti,0,4,1.37514E+11,1
CL,-4,es,3,220,23,14,1,3.46731E+11,1
VN,7,vi,88,39,cpuhub1,113,5,1.37987E+11,1
TR,3,tr,80,115,1x2080Ti,20,1,11995709440,0
IN,5,en,345,73825,1x3090,111,2,33718009856,0
TH,7,en,0,658,1x3090,71,1,38188089344,0
VN,7,vi,0,164,1x3090,40,1,24307040256,0
VN,7,vi,22,16461,cpuhub1,71,3,55392072723,1
VN,7,vi,2,56,1x3090,280,4,4.05746E+11,1
ES,1,en,0,75,16,569,1,19289641890,1
IN,5,en,0,37,1x3090,57,1,57079234560,0
VN,7,vi,1,52,1x3090,15,1,1.46412E+11,0
KE,3,en,1,37,1x3090,21,1,58989740032,0
IN,5,en,0,1529,1x3090,120,1,27423408128,0
TR,3,tr,0,37,16,11,3,95969869824,0
KE,3,en,307,86,17,24,1,25504514048,0
MX,-6,es,0,150,1x2080Ti,180,1,4194304,0
VN,7,vi,13,754,1x3090,403,2,1.11762E+11,1
FR,2,fr,566,1028,6x2080ti,33,1,38251003904,1
GH,0,en,12,63,1x3090,111,1,64646331474,1
US,-7,en,246,1142,1x3090,17,1,1.33949E+11,0
AX,7,en,0,274,1x3090,43,1,29510074368,0
CO,-5,es,10,20020,1x3090,98,1,2.08332E+11,1
RU,8,ru,297,701,6x2080ti,673,1,8224541694,1
US,-8,en,0,159,6x3080,229,1,1879,1
TR,3,tr,0,175,23,2,1,54817456128,1
US,-7,en,16,1071,1x3090,127,2,1.08041E+11,1
CO,-5,es,1,64,16,73,2,53326381056,0
VN,7,vi,63,2637,17,3,3,80833675264,0
EG,2,en,6,22,1x3090,173,3,1.95831E+11,1
US,-8,en,NULL,67,6x3080,5,2,5755633664,1
CM,1,fr,46,1671,1x2080Ti,26,1,7728005120,0
PT,0,en,8,14457,1x3090,14,2,22479324468,1
US,-4,en,73,115137,17,9,1,24778899456,0
HU,1,hu,1,441,16,6,2,97595162624,1
FR,2,fr,31,1079,16,219,8,7.79063E+11,1
DE,2,de,1,541,cpuhub1,44,1,45067796480,0
VN,7,en,56,504944,cpuhub1,26,5,3.54899E+11,1
RU,3,ru,69,23,22,2,4,2.2213E+11,1
BR,-3,pt,50,67,1x3090,3,1,39429603328,0
IN,5,en,3,75,1x3090,171,3,2.69479E+11,1
IE,1,en,26,11773,1x3090,111,6,1.64634E+11,1
HN,-6,es,8,100,16,14,2,49973035008,0
US,3,he,1,150998,1x3090,4,1,56169070592,0
SK,2,sk,30,14623,1x3090,44,1,62712184832,1
DE,1,de,127,52,6x3080,500,2,22491614201,1
VN,7,en,116,1511,1x3090,4,3,3.3498E+11,1
VN,7,en,0,46,cpuhub1,67,1,5093982208,0
ES,1,en,44,1630,1x2080Ti,81,1,42106617856,1
KR,9,ko,21,34,22,93,2,1.40232E+11,1
DE,2,de,30,1559,1x3090,21,1,84927315968,1
GE,4,en,2,15,1x3090,5,1,29170724683,0
US,-5,en,221,119,16,7,2,58114179072,1
ID,7,en,3,313,1x3090,18,3,6.49982E+11,1
VN,7,vi,203,49,1x3090,1440,2,78536551469,1
TR,3,en,0,222,1x3090,10,1,36579573760,0
US,-5,en,65,69,16,17,4,2.76717E+11,1
MX,-6,es,2,158,1x3090,1974,1,47673856998,1
PS,3,en,10,127,1x3090,108,1,26651656192,0
GB,2,en,226,43,1x3090,495,1,4.55836E+11,1
VN,7,vi,0,42,cpuhub1,8,1,33457963008,0
SK,2,en,105,2548,1x3090,5,2,1.42362E+11,1
KR,9,ko,32,65,6x3090,3662,1,2.6915E+11,1
US,-5,en,2,631,23,40,1,32612849255,1
VN,7,vi,155,106,cpuhub1,69,1,14281605120,1
NL,2,en,136,165,6x3090,10,8,1.77025E+11,1
VN,7,vi,205,329,1x3090,60,2,24248321131,1
VN,7,en,626,63,NULL,1,2,1.417E+11,1
KE,3,en,432,123156,1x2080Ti,2,2,75845599232,1
US,-4,en,110,37,18,274,1,42319478784,1
LK,5,en,177,77,1x3090,42,1,78877032448,1
DE,1,en,1,108,1x3090,923,1,88251301888,1
IN,5,en,0,1255,1x3090,35,2,58323894272,1
CZ,1,en,100,52,1x3090,63,5,4.19797E+11,1
RE,4,fr,38,671,1x3090,12,3,2.60117E+11,1
VN,7,vi,0,24,1x2080Ti,44,1,11962155008,0
TW,8,en,NULL,2475,1x2080Ti,35,2,70235717632,1
VN,7,vi,9,42,1x3090,53,2,71359499928,0
VN,7,en,381,17022,1x3090,46,3,3.12682E+11,1
VN,7,en,1,92,1x3090,98,1,81276174336,1
US,-6,en,24,23,1x3090,948,1,2.19481E+11,1
VN,7,en,355,18,1x2080Ti,29,5,1.23724E+11,1
CR,-6,en,0,43,6x3080,163,2,10485760,1
VN,7,vi,200,1295,1x3090,42,4,1.41082E+11,1
DE,2,de,59,32,1x3090,39,2,19496335462,1
GB,0,en,4,4254,16,2904,1,68793091797,1
AM,4,en,147,44,1x3090,32,4,1.43607E+11,1
AU,11,en,204,2877,1x3090,46,3,87734353920,1
NL,2,en,88,847,6x3090,9,5,6.73855E+11,1
MY,8,en,1,60,cpuhub1,40,1,15553886214,1
US,-7,en,95,177755,1x3090,315,2,96078533838,1
MX,-5,es,100,38,cpuhub1,45,2,72129013366,0
CA,-6,en,197,17,1x2080Ti,180,3,1.62268E+11,0
VN,7,vi,374,3894,1x2080Ti,4,2,1.5293E+11,1
VN,7,vi,194,649,1x3090,449,4,3.3372E+11,1
EG,2,en,591,1563,sliver,6,2,1.04493E+11,1
KZ,6,ru,26,516,1x3090,31,4,98107188581,1
ES,2,en,2,56,1x3090,95,1,4.50092E+11,1
FR,2,fr,256,95,1x3090,451,18,2.46851E+12,1
IN,0,en,61,49,1x3090,1690,1,1.60502E+11,1
US,-5,en,35,30,22,8,1,70125617152,1
GB,1,en,1,60,1x3090,47,1,11858733246,1
GB,1,en,34,82,cpuhub1,33,2,1.0504E+11,0
BR,-3,pt,26,3429,cpuhub1,79,12,3.93902E+11,1
VN,7,vi,178,42,cpuhub1,753,8,3.54166E+11,1
CA,-7,en,0,28,1x3090,49,1,27394048000,0
RU,8,ru,21,44994,1x2080Ti,46,1,17844666368,0
IT,1,it,1,34,1x3090,95,1,7796162560,0
IN,5,en,0,104,1x3090,127,2,45581411284,0
RU,5,ru,0,47,1x3090,78,3,99993408792,1
SE,1,sv,0,21788,16,61,1,53233057792,0
VN,7,en,206,143295,1x3090,2,4,82773943128,1
CA,-4,en,1,216737,1x3090,60,1,25787629568,0
DE,2,en,0,46,1x3090,34,1,29617029120,0
SE,1,en,20,1037,1x3090,180,2,2.67899E+11,1
PL,1,pl,0,478,16,78,1,46809481216,0
US,-5,en,126,203,1x3090,26,2,74181509120,1
DK,2,da,31,665,22,284,2,1.11616E+11,1
CN,8,zh,23,50,1x3090,36,1,80043048960,0
IN,5,en,NULL,7067,6x3080,6,1,5359271936,1
AU,11,en,94,36,1x3090,473,3,44306010180,1
MA,1,en,333,197,cpuhub1,60,1,54261710848,1
US,-4,en,182,543,1x3090,6,3,2.43289E+11,1
BR,-3,pt,294,83,1x2080Ti,10,1,14608760832,0
AE,4,en,309,30,1x3090,85,4,2.29932E+11,1
US,-6,en,101,8887,1x3090,1282,20,1.0999E+12,1
KN,-4,en,6,2588,16,931,4,1.0512E+11,1
VN,7,vi,481,1700,sliver,20,4,1.16902E+11,1
IT,1,it,NULL,46,6x3090,123,1,5242880,1
GB,1,en,186,38,golden,234,3,51190246174,1
GB,1,en,36,6998,6x3090,109,5,2.66584E+11,1
GB,0,en,1,81,1x2080Ti,180,1,4194304,0
US,9,ko,NULL,44,1x2080Ti,3,2,12430868480,1
US,-8,en,7,33,6x3090,753,2,54401919441,1
DE,1,de,142,32,22,90,3,80311224820,1
US,-5,en,140,4171,cpuhub1,13,3,1.05415E+11,1
JP,9,ja,1,53,22,98,3,1.32757E+11,1
GB,0,en,1,887,cpuhub1,80,6,2.04651E+11,1
TW,8,zh,392,45,1x2080Ti,10,3,4.46567E+11,1
IN,5,en,149,10861,1x2080Ti,59,1,21223178240,0
TR,3,tr,0,50,1x2080Ti,180,1,4194304,0
MX,-6,es,51,429225,1x3090,79,2,31128027136,0
ES,1,es,1,101395,cpuhub1,94,1,9376326976,1
AT,2,de,159,61,18,15,2,74734108672,1
BE,1,en,119,46,1x3090,128,4,1.37806E+11,1
DE,1,de,244,367,cpuhub1,1,2,25055256482,1
VN,7,vi,245,68,1x2080Ti,1321,7,3.51469E+11,1
IT,2,it,1,56,1x3090,45,1,43709890560,0
TR,3,en,0,8929,18,107,4,73850029339,1
US,-5,en,19,50,22,3,3,1.43057E+11,1
VN,7,en,0,94,1x3090,120,1,52561969152,0
CN,8,zh,5,1167,1x3090,79,1,61527293952,0
VN,7,vi,194,33,sliver,194,1,30331109376,1
VN,7,vi,0,137,1x2080Ti,23,1,7423918080,0
AU,11,en,245,905,1x2080Ti,31,2,1.33993E+11,1
IT,2,it,188,44,16,76,17,6.35735E+11,1
US,7,th,5,230,1x3090,15,1,46501199872,0
VN,7,vi,735,35,NULL,191,4,1.14135E+11,1
VN,7,vi,0,14980,1x3090,106,1,29763829760,1
ES,2,es,22,36411,1x3090,40,2,2.67899E+11,1
IN,5,en,212,98,1x3090,33,1,1.04945E+11,1
NO,2,nb,239,508,17,209,2,1.37587E+11,1
IN,5,en,177,20,6x3090,21,4,3.43265E+11,1
SI,2,sl,0,585,23,14,2,82522931200,1
US,-6,en,1,7713,1x3090,287,1,32332840960,0
VN,7,vi,655,3136,NULL,257,1,68886200320,1
UA,3,en,23,2647,1x3090,26,1,32339132416,1
ES,2,es,0,66197,1x3090,111,1,32951500800,0
GR,2,el,17,93,1x3090,49,1,53904146432,1
US,-7,en,18,4312,1x3090,29,1,35944136704,1
BR,-3,en,11,50,23,37,1,2.96424E+11,1
VN,7,en,0,1017,cpuhub1,42,1,25304236032,0
FR,2,fr,282,42,16,32,2,1.11461E+11,1
ES,1,es,10,34,16,166,3,2.14015E+11,1
GB,1,en,1,140,22,73,3,1.23187E+11,1
VN,7,vi,660,110,NULL,51,1,32116834304,1
US,-5,en,NULL,145,1x2080Ti,180,1,66840428544,0
VN,7,en,46,1359,cpuhub1,300,2,1.17833E+11,1
TT,-4,en,4,50,cpuhub1,204,5,2.11069E+11,1
GE,4,en,1,35,6x3090,655,2,73847013376,1
VN,7,en,3,256,cpuhub1,42,1,38893780992,1
MY,8,en,0,323,1x3090,4,1,1.03944E+11,0
AS,8,zh,0,106,6x3080,5,2,54016344064,1
AE,4,en,0,112,6x3090,18,1,9681691548,1
CN,8,zh,1,96,1x3090,13,1,62074650624,0
VN,7,en,1,57,1x2080Ti,26,1,13176406016,1
IN,5,en,125,1414,1x3090,1,3,4.42899E+11,1
ZA,2,en,2,197,23,21,4,3.72063E+11,1
TR,3,tr,1,1664,1x3090,92,1,25819086848,0
US,7,vi,706,5724,NULL,720,7,1.08885E+11,1
VN,7,en,295,288,cpuhub1,1,3,1.6525E+11,1
VN,7,vi,2,24,1x3090,64,2,1.18179E+11,0
BR,-3,en,0,57,1x3090,174,1,1.30727E+11,0
VN,7,en,557,5153,NULL,1,5,62797477226,1
PL,1,en,38,6680,1x3090,72,1,73636249600,1
VN,7,vi,0,35,1x3090,79,1,42248175616,0
VN,7,vi,9,26,cpuhub1,10,2,1.1177E+11,1
IN,5,en,0,24,16,67,1,56500420608,0
MX,-6,es,0,81,1x3090,46,1,58289291264,0
NL,2,nl,66,24,18,33,2,37070373695,1
FR,2,fr,47,170,1x3090,7,2,1.84747E+11,1
TW,8,en,20,2779,1x3090,7,1,63603474432,0
VN,7,en,406,17,sliver,21,1,2896166912,0
US,-5,en,4,102,1x3090,10,4,79956121061,1
NG,-5,en,0,59,1x3090,17,1,9687793664,0
VN,7,en,1,1132,1x3090,79,1,27048017920,0
VN,7,en,5,36,1x3090,63,1,66840428544,0
JP,9,ja,23,453,16,33,5,2.57361E+11,1
VN,7,en,3,86,cpuhub1,182,2,37949709266,1
IT,1,it,73,7393,6x3090,227,2,5.93781E+11,1
VN,7,en,258,1751,1x2080Ti,122,2,60698089956,1
CA,-7,en,0,20,6x2080ti,3,1,10022323688,1
VN,7,vi,622,116,NULL,164,2,1.23494E+11,1
TT,-4,en,309,74496,1x3090,9,1,65564311552,1
VN,7,vi,11,1202,cpuhub1,128,11,2.0998E+11,0
GH,0,en,332,55,1x3090,13,6,3.90742E+11,1
TH,7,en,3,12776,1x3090,103,1,66380103680,1
VN,7,en,0,1265,1x2080Ti,694,1,62415437824,1
JP,9,ja,17,14,23,28,2,1.41464E+11,1
US,-5,en,0,49880,16,38,1,29233250304,1
IR,0,en,19,33,1x2080Ti,180,1,8959033344,0
JM,-8,en,346,92,1x2080Ti,85,2,54243283781,1
IN,5,en,1,134004,18,38,3,92927340504,1
VN,7,en,0,50,1x3090,6,1,1.0088E+11,0
BE,2,nl,29,20,1x3090,24,1,52958330880,1
US,-7,en,8,50435,1x3090,20,1,11815655641,1
BR,-3,pt,10,29018,1x3090,19,1,62435360768,1
IN,5,en,231,2160,1x2080Ti,180,1,24070062080,0
MK,2,en,121,642,1x3090,13,2,38736172740,0
IT,1,it,30,110,1x3090,168,1,4676869618,1
IN,5,en,323,18336,1x3090,7,1,29591863296,0
TW,8,zh,14,22,16,2909,4,5.10724E+11,1
DE,1,en,8,2704,1x3090,63,1,71021101056,1
DE,2,en,0,2015,1x3090,125,1,64717062144,0
RS,1,en,15,1051,1x3090,63,1,1.13464E+11,1
VN,7,vi,48,331,cpuhub1,2287,2,1.3394E+11,1
FR,2,fr,14,17,1x3090,22,2,37411503170,1
EG,2,en,427,34557,1x2080Ti,120,2,86649615093,1
VN,7,en,NULL,45,6x2080ti,0,2,44438650880,1
VN,7,vi,50,3906,1x3090,151,1,9990157712,1
VN,7,en,68,18,1x3090,348,1,1.33949E+11,1
VN,7,vi,40,7999,1x3090,79,2,77614241727,1
IN,5,en,249,475,1x2080Ti,930,1,30806409555,1
VN,7,en,380,709,1x2080Ti,55,3,60243836928,1
VN,7,en,1,43,1x3090,6,6,8.03696E+11,1
DE,2,en,45,68,16,70,1,13396330138,1
DE,1,de,0,35,1x3090,21,1,29990322176,0
VN,7,vi,1,124735,1x3090,79,2,2.67899E+11,0
US,-8,en,56,32330,1x3090,13,1,8694411184,1
BR,-3,pt,15,26,1x3090,69,2,1.4843E+11,1
PL,-6,en,0,46,1x2080Ti,180,1,3911188480,0
PH,-8,en,0,12,1x2080Ti,180,1,9042919424,0
IN,5,en,89,143,cpuhub1,40,2,43494354231,1
VN,7,en,209,440,1x3090,9,22,8.20302E+11,1
IE,1,en,18,57,1x3090,15,13,3.08867E+11,1
SA,3,en,198,51,1x3090,171,5,3.11718E+11,1
CA,-5,en,28,50,cpuhub1,35,1,12185330348,1
DE,1,de,182,226,22,571,2,79798730752,1
US,-5,en,0,36,22,8,6,3.48844E+11,1
VN,7,en,2,61,1x3090,127,1,61963501568,1
UA,3,uk,29,1069,18,9,2,2.76332E+11,1
VN,7,vi,0,20,1x3090,45,1,10730631537,0
NL,2,en,1,382,16,7,2,33767897934,1
HU,1,en,8,14511,1x3090,52,2,3.66127E+11,1
NO,2,nb,0,1272,16,55,1,10542319298,0
ID,7,en,0,140,golden,1440,1,11046748160,1
FR,2,fr,0,18,1x3090,13,1,10227251893,1
RU,7,ru,309,109,1x3090,8,1,2.50024E+11,1
NZ,12,en,321,366,1x3090,1,3,21740687464,1
US,-8,en,18,917,16,34,2,63586697216,1
CZ,1,cs,76,182,6x3090,517,1,20392189546,1
CH,1,en,87,17082,1x3090,85,2,1.17086E+11,1
TR,3,en,0,1575,1x3090,74,1,36625711104,0
VN,7,en,187,1467,cpuhub1,25,1,29904625121,1
MC,2,de,0,93,16,36,2,54179921920,1
MV,5,en,142,38,1x3090,88,2,1.06943E+11,1
SK,1,en,28,349,1x3090,80,2,2.28425E+11,1
IT,1,it,1,65,1x3090,81,1,57878249472,0
US,-5,en,38,31,1x3090,481,1,95406784512,1
BR,-3,pt,9,802,1x3090,11,2,19937624064,0
IN,5,en,6,8752,1x2080Ti,166,1,2376073216,0
NO,1,en,79,57,22,18,2,1.09348E+11,1
BE,1,nl,27,731,1x3090,82,1,27663563303,1
VN,7,vi,630,27,sliver,48,1,43122688000,0
UA,1,ru,44,383,6x3090,69,4,1.16935E+11,1
FR,1,fr,430,11,6x3090,630,19,8.01754E+11,1
US,-5,en,15,1834,6x2080ti,23,4,30421939821,1
VN,-7,vi,1,12,1x3090,75,1,25108152320,0
VN,7,vi,0,252,1x3090,22,1,83931168768,0
ZA,2,en,229,779,1x3090,23,2,88748326912,1
IN,5,en,0,2902,16,1,1,3689938944,0
GB,1,en,0,45,1x3090,21,1,10389506805,1
IT,3,it,11,27,16,27,1,10279366954,0
CA,-7,en,8,1086,16,12,2,49029316608,0
VN,7,vi,208,732,1x2080Ti,39,2,39893073920,0
PK,5,en,45,3839,16,359,2,82925584384,1
VN,7,en,NULL,150,sliver,10,2,1.02404E+11,1
VN,7,vi,3,15807,1x2080Ti,69,1,20172505088,0
BR,-3,pt,0,93,1x2080Ti,15,1,66840428544,0
TR,3,en,38,1075,1x3090,38,1,35308699648,1
US,-5,en,0,4222,1x3090,60,1,62101913600,0
BR,-3,pt,1,39,16,19,5,2.03983E+11,0
ZA,2,en,30,13069,1x3090,24,1,36126588928,0
KE,3,en,251,109,1x3090,111,2,1.61755E+11,1
DE,2,pl,35,56,16,13,1,32991931057,1
US,2,nl,4,43,1x3090,140,10,2.63079E+11,1
VN,7,en,59,40,1x2080Ti,18,2,4121952256,1
NO,1,en,0,47,1x3090,82,1,41495298048,0
BR,-3,pt,0,191,1x3090,19,2,75298242560,0
BR,-3,pt,0,171,1x3090,11,2,51655999488,0
BR,-4,pt,46,44,1x3090,19,4,4.85851E+11,1
FR,1,fr,161,21,cpuhub1,2416,3,86551560192,1
IN,5,en,241,62,1x3090,4,7,3.76017E+11,1
PL,2,en,8,53770,1x3090,20,4,3.03976E+11,1
MC,1,fr,0,28822,1x3090,46,2,1.17004E+11,0
NG,1,en,118,12628,6x3090,7,2,1.39801E+11,1
PL,1,pl,2,13,1x3090,13,1,64079842844,1
TN,2,it,281,1513,1x3090,157,6,3.13168E+11,1
US,-7,en,2,3031,18,184,2,38793935970,1
GB,1,en,3,130,6x2080ti,411,2,11644689002,1
US,-6,en,4,154244,1x3090,7,1,73715941376,1
US,-8,en,365,29,6x3080,50,4,1.45948E+11,1
SG,8,en,1,4387,16,78,1,27452768256,1
VN,7,vi,149,524465,16,17,2,53297020928,1
