region,timezone,language,lasttime,created_bill,package,hours_user,sum_vm,sum_length,is_paid
NG,1,en,NULL,4009,cpuhub1,133,1,14411628544,1
AU,11,en,0,22,1x3090,9,1,9792725496,1
US,-7,en,0,89,23,4,1,39264976896,1
IN,5,en,0,147,1x3090,45,1,57593036800,0
RU,5,ru,109,77,1x3090,127,1,18232247357,0
SG,8,en,1,24,16,18,5,1.62722E+11,1
VN,7,en,155,785,cpuhub1,55,1,30572281856,1
VN,7,vi,0,161,1x2080Ti,2,1,4555014144,0
VN,7,en,1,16,1x3090,50,1,29365370880,1
VN,7,vi,58,95,1x3090,41,1,36804203591,1
AU,8,en,79,37,6x3090,13,5,3.25721E+11,1
CA,-4,fr,0,11498,1x3090,4,1,10128851530,0
VN,7,vi,131,164,cpuhub1,2,2,44635495642,1
NC,11,fr,70,726,1x3090,66,2,1.79564E+11,1
VN,NULL,NULL,1,36,cpuhub1,10,4,83273338293,1
VN,7,vi,NULL,530,sliver,7,1,16035872768,1
IR,3,en,NULL,NULL,cpuhub1,NULL,1,54338256896,0
IN,5,en,65,1079,1x3090,87,2,1.35309E+11,1
KR,9,ko,NULL,442,1x3090,885,1,4194304,1
ES,1,es,0,11563,1x3090,95,1,15205400576,0
KR,9,ko,113,50,1x3090,17,1,49059725312,1
VN,7,en,1,404,1x2080Ti,37,1,20003684352,0
GB,1,en,573,663,6x2080ti,73,4,9.8931E+11,1
FR,0,en,0,32,23,4,1,39166410752,0
VN,7,en,309,1726,1x3090,12,1,65000177664,1
IN,5,en,8,226,1x3090,206,3,2.37478E+11,1
US,-4,en,0,130,1x3090,111,1,25619857408,0
VN,7,vi,63,56,1x3090,53,1,77820067840,1
VN,7,en,22,26,1x3090,53,10,2.97993E+11,1
AE,4,en,9,296,16,2,1,19811127797,1
VN,7,vi,0,404,1x3090,6,1,29336010752,0
VN,7,en,370,35,1x3090,2,2,53223477918,1
CA,-4,en,13,88,1x3090,46,1,2.17436E+11,1
IQ,3,en,4,59,1x3090,28,5,64775684208,1
IN,5,en,104,45,1x3090,111,5,4.93722E+11,1
AI,-4,en,41,34,1x3090,17,2,44224167300,1
VN,7,en,8,1857,cpuhub1,15,1,33223081984,0
DE,1,de,0,1085,16,14,1,35044458496,0
CA,-5,en,0,288,16,37,2,74359767040,1
VN,7,vi,21,166,1x3090,37,2,26146643734,1
VN,7,vi,9,391,cpuhub1,101,7,2.61284E+11,1
DE,1,de,6,7122,1x3090,13,3,26199719936,0
US,-8,en,49,253,1x3090,136,2,47957979508,1
IN,5,en,1,696,1x3090,135,1,84847624192,0
VN,7,en,29,789,1x3090,281,2,1.59899E+11,1
ES,2,es,0,187,1x3090,41,1,48178921472,0
US,-5,en,128,88,1x3090,74,1,35526686631,1
US,8,zh,29,1151,18,25,1,40442527744,0
US,-4,en,113,385,18,28,2,1.26622E+11,1
VN,7,en,101,23270,1x3090,3,1,16601918983,1
IN,5,en,268,1502,1x3090,20,3,1.92512E+11,1
FR,2,fr,159,50,6x3080,56,3,68966773659,1
GB,-5,en,91,18233,cpuhub1,95,12,8.84746E+11,1
VN,7,en,0,21,1x3090,111,1,30317477888,0
US,-5,en,5,95,22,129,6,2.63736E+11,1
MX,-5,es,49,45,18,841,1,21776825071,1
CA,-5,fr,1,54,1x3090,251,1,34765537280,1
DE,1,de,0,163,1x3090,34,1,13219397632,0
BH,3,en,0,1189,22,450,2,76522979328,1
NZ,13,en,0,24,18,10,1,10519751880,1
TR,3,en,0,33,1x3090,4,1,56234082304,0
VN,7,vi,5,32,cpuhub1,6,1,16213082112,0
TR,3,tr,0,22,1x3090,111,1,25835864064,0
VN,7,vi,108,3224,cpuhub1,21,1,45374677877,1
IL,3,he,1,55,16,581,1,32056016896,1
VN,7,en,132,210,1x3090,130,1,86923804672,1
VN,7,vi,0,731,1x2080Ti,71,1,51788120064,0
GB,0,en,1,643795,1x3090,66,1,91472527360,0
MY,8,en,0,47,1x3090,25,1,51339329536,0
HU,2,hu,4,69,1x3090,64,1,46817869824,1
BR,-3,pt,57,26,1x2080Ti,12,1,17505976320,0
PK,5,en,0,182,1x3090,95,1,30657216512,0
IN,5,en,220,5470,1x3090,120,4,1.95946E+11,1
VN,7,vi,66,42,1x2080Ti,52,2,69041389568,1
MY,8,en,75,185,1x3090,2,1,99682877440,1
US,-7,en,54,34,23,20,4,2.45424E+11,1
CA,-4,en,1,72,18,27,1,19856836911,1
VN,-7,en,0,11249,1x3090,102,1,64788365312,0
VN,7,en,1,73,17,112,1,68395466752,0
ZA,2,en,1,4294,16,16,1,55957258240,1
FR,2,fr,0,35,1x3090,9,1,25993150464,0
VN,7,en,401,191,sliver,41,4,1.37082E+11,1
MX,-7,es,136,302,1x3090,192,1,24963182096,1
VN,7,vi,466,64511,sliver,8,1,1685572754,1
FR,0,fr,8,36,22,0,2,2.20469E+11,1
VN,7,vi,48,74,1x3090,72,2,10665442560,1
VN,7,vi,1,642,1x3090,28,1,93290758144,0
CA,-4,en,0,238633,1x3090,19,2,34664769212,1
IT,2,it,22,45,cpuhub1,743,4,88952784814,1
IN,5,en,356,4240,1x2080Ti,4,1,20145622962,1
VN,7,en,12,94,cpuhub1,35,1,54932799488,0
DE,1,de,1,32,1x3090,35,1,33492566016,1
VN,7,vi,377,43,sliver,59,1,24753045267,1
IN,5,en,36,145,1x3090,110,2,1.09771E+11,1
VN,7,vi,1,32,1x3090,75,1,47056945152,1
VN,7,vi,1,260,16,40,1,36868980736,0
US,-6,en,4,8625,cpuhub1,1440,2,34576086684,1
FR,2,vi,120,50,1x3090,62,2,1.3132E+11,1
IN,5,en,1,18,1x3090,34,1,61592305664,0
VN,7,vi,27,13888,16,61,4,1.57576E+11,1
BR,-3,en,1,105,22,244,4,1.26408E+11,1
AT,1,en,0,23,1x2080Ti,23,1,33512488960,0
VN,7,vi,0,1628,1x3090,79,1,32494321664,0
AE,4,en,280,29,1x3090,48,4,52277977862,1
AU,10,en,26,18,16,35,2,52270612061,1
GB,1,en,0,66,cpuhub1,98,1,8470916343,1
JO,3,en,0,13,1x3090,12,1,26192379904,0
VN,7,en,0,74,1x3090,475,1,42303627028,1
US,-4,en,0,18,18,815,2,19878573426,1
CR,-6,en,14,22,1x3090,64,2,88619174615,1
IN,5,en,121,3753,1x3090,0,23,7.10068E+12,1
US,-4,en,2,17,1x3090,2063,1,73122194032,1
US,-6,en,0,54,1x2080Ti,38,1,3963617280,0
NL,1,en,1,11482,1x3090,1261,1,11371806720,0
EE,3,et,0,36,1x3090,49,1,56877907968,1
US,-4,en,14,1268,1x3090,1074,1,95836700672,1
US,2,en,0,24,16,1,1,24950865920,0
BR,-3,pt,NULL,247,6x3080,29,2,6180306944,1
US,-7,en,73,96,1x3090,31,1,33617338808,1
BR,-3,pt,0,146,1x3090,1,1,7507804160,0
CO,-5,es,14,356,1x3090,5,2,46758100992,0
TR,3,tr,0,73,1x3090,76,1,64647856128,0
LT,3,ru,7,225,16,32,4,1.10753E+11,1
ES,1,es,0,51,1x3090,5,2,9348055040,0
VN,7,vi,130,55,6x3090,488,9,1.00474E+12,1
DO,-4,en,71,946,1x3090,380,1,57171509248,1
SI,1,en,333,1239,1x2080Ti,34,2,86257321875,1
GB,1,en,97,37,16,30,3,65808938568,1
US,-6,en,0,34,23,2,1,39529218048,0
BR,-3,pt,1,91,6x3090,61,1,52700381184,1
IN,5,en,478,33,cpuhub1,42,6,2.14669E+11,1
DE,1,de,1,87,6x3080,10,2,7738490880,1
SG,5,en,8,26,1x3090,38,1,40463499264,1
US,-4,en,117,115,1x3090,65,2,38889000901,0
IN,5,en,105,143,22,90,1,2.2991E+11,1
VN,7,vi,13,278,1x3090,14,1,14684131515,1
GB,1,en,1,148,16,39,3,82341199134,1
FR,2,fr,0,169,18,185,1,11193836049,1
VN,7,vi,214,319,1x2080Ti,180,2,1.05579E+11,1
CZ,2,en,47,784,18,1673,1,38078727224,1
CL,-3,es,16,34,16,25,2,37219141610,1
DE,2,de,0,78,16,39,1,26230128640,0
ID,0,en,1,16,1x2080Ti,180,1,3659530240,0
RU,3,ru,0,160,1x3090,1058,1,2.69047E+11,1
VN,7,vi,179,66535,cpuhub1,17,1,71543502233,1
IN,5,en,210,71812,1x3090,79,2,1.48031E+11,1
IT,1,it,0,4362,1x3090,111,1,42076209152,0
VN,7,en,54,85,cpuhub1,13,4,2.51074E+11,1
ID,8,en,8,130,1x3090,13,2,40680619464,1
MX,-5,en,256,55,1x3090,153,1,1.19388E+11,1
JP,9,ja,218,4867,1x3090,127,2,84072726528,1
CA,-4,en,1,62,6x2080ti,9,3,3873907471,1
IL,3,en,1,28,1x3090,127,1,42189455360,0
SK,1,sk,102,49,22,7,3,2.32903E+11,1
TH,7,en,97,35,1x3090,47,5,5.72095E+11,1
UG,3,en,30,523,1x3090,4,1,67850207232,0
VN,7,en,44,145,1x3090,101,1,2.34521E+11,0
VN,7,vi,27,64,1x3090,93,1,32093765632,0
FR,2,fr,310,80,1x3090,55,4,4.1143E+11,1
KR,9,ko,13,435,22,686,1,1.19212E+11,1
IT,2,it,92,134,16,18,1,12071683474,1
VN,7,vi,0,796,1x3090,40,4,1.26055E+11,1
RU,3,ru,4,40,1x3090,48,3,82823872512,1
VN,7,en,209,18,1x3090,1440,5,4.8842E+11,1
PT,0,pt,1,115,1x2080Ti,8,1,16258170880,0
IN,5,en,9,127,1x3090,9,2,50298093568,0
VN,7,vi,22,1173,1x3090,25,1,36360878696,1
ZA,2,en,0,16902,1x3090,15,1,28631367680,0
US,2,en,35,88,1x2080Ti,37,2,15166037124,1
DE,2,de,36,2445,1x3090,34,1,64949154378,1
VN,7,vi,0,36,cpuhub1,30,2,57242899418,1
VN,7,vi,75,11960,1x3090,8,4,65423209187,1
BR,-3,pt,0,32592,1x2080Ti,19,1,15065939968,0
IN,5,en,0,31,cpuhub1,187,1,5905580032,0
AT,2,de,155,184,1x3090,46,2,44798604900,1
IN,5,en,49,525404,16,429,4,1.59451E+11,1
MD,3,en,0,31,1x3090,3,1,1.21661E+11,0
VN,7,en,42,173,cpuhub1,16,2,98247598767,1
VN,7,vi,2,537,cpuhub1,16,1,32216449024,0
VN,7,vi,NULL,12239,1x2080Ti,92,1,4194304,1
FR,1,fr,76,946,16,9,2,88378179584,1
ES,2,en,NULL,4242,6x2080ti,44,1,13933477888,1
DE,1,de,326,195,1x3090,17,5,2.01365E+11,1
VN,7,en,1,97,1x2080Ti,1509,1,65099792384,1
VN,7,en,414,8667,1x2080Ti,12,3,59159986227,1
TR,3,en,2,3855,1x3090,7,1,28023193600,0
US,-5,en,38,50,1x3090,20,5,2.00227E+11,1
IT,2,it,0,23,1x3090,199,1,32068599808,0
EG,2,en,39,132,cpuhub1,1485,3,70232252253,1
VN,7,en,585,18,sliver,3,6,1.70875E+11,1
US,-4,en,1,2364,16,16,2,14744027136,0
VN,7,vi,205,52079,1x3090,5,1,81452335104,1
VN,7,vi,189,17669,6x2080ti,93,2,36284389801,1
VN,7,vi,721,1622,NULL,182,1,25213009920,1
RO,3,en,28,36,16,27,2,82986401792,1
IN,5,en,0,1058,cpuhub1,42,1,41074819072,0
RO,3,hu,0,450,1x3090,25,1,28564621299,1
VN,7,vi,125,13,cpuhub1,20,5,96770916772,1
AE,4,ar,16,58,1x3090,95,3,2.2406E+11,1
VN,7,en,186,2532,sliver,10,3,16793567980,1
VN,7,vi,1,313802,cpuhub1,30,15,1.92087E+11,0
US,-7,en,1,145,18,34,1,15762066809,1
DE,2,tr,397,13821,1x3090,125,1,1.35536E+11,1
IT,1,it,14,14041,golden,16,5,29704430352,1
CA,-7,en,308,4083,cpuhub1,4,5,1.33624E+11,1
VN,7,en,2,52,1x3090,96,1,30210740986,1
CO,-5,en,12,39,16,61,2,76745277440,1
CH,2,de,45,590,1x3090,1530,2,37844372900,1
CO,-5,es,79,161,1x3090,3,2,67557689378,1
US,-4,en,1,92,6x3090,22,5,4.56623E+11,1
BE,1,fr,99,56,1x3090,133,3,96099300462,1
RU,8,zh,3,39,cpuhub1,1440,2,35263888102,1
IN,5,en,84,291144,1x2080Ti,8,1,9196011520,0
BR,-3,pt,1,401,1x3090,2,3,63473451008,0
AU,11,en,200,118,1x3090,3,1,1.55587E+11,1
CA,-4,en,313,30324,1x3090,19,1,35732324352,1
TW,8,zh,1,158,16,10,1,44347424768,1
BR,-3,pt,361,10698,1x3090,43,5,1.57997E+11,1
VN,7,en,0,46,1x3090,10,2,50793021440,0
VN,7,vi,1,36,cpuhub1,35,3,78612791296,0
DE,2,de,1,130,1x3090,86,2,19263912188,1
BD,6,en,1,60,1x3090,79,3,17715691520,0
PK,1,en,12,322,1x3090,59,2,45704282112,0
AE,4,en,377,4477,1x2080Ti,8,5,4.66919E+11,0
GR,3,en,3,52,1x3090,404,1,30266631058,1
US,-4,en,1,145,6x3090,87,1,83054559232,1
US,-4,en,2,847,18,14,1,19838325611,1
FR,1,fr,5,578,1x3090,264,1,1.36731E+11,1
GB,-3,es,2,9958,22,13,3,1.93238E+11,1
FR,2,fr,29,37,22,19,2,99686023168,1
IT,2,en,241,27,16,326,2,5.3797E+11,1
ZA,2,en,1,164357,1x3090,7,1,25548554240,0
VN,7,en,175,167,cpuhub1,18,12,6.74224E+11,1
CH,-5,en,15,52,1x2080Ti,142,1,15314880547,1
US,3,tr,1,65,6x3090,29,2,22378708992,1
UY,-3,en,4,113,cpuhub1,932,10,7.0851E+11,1
IT,1,en,0,6873,16,726,1,43546312704,1
PL,2,en,1,3977,18,5,3,62210680626,0
US,-5,en,170,1325,1x3090,68,2,57878570441,0
DE,2,de,277,36,6x3080,58,9,2.49288E+11,1
FR,2,fr,177,26,16,34,3,73216438096,1
UA,3,ru,19,69,16,78,1,35721838592,1
LT,2,lt,24,493,1x3090,1073,2,91436594299,1
KR,9,ko,0,150906,24,12,3,1.01195E+11,1
DE,1,en,2,18,16,18,6,2.2122E+11,1
VN,7,vi,0,29,1x3090,7,2,20406337536,0
VN,7,en,8,9,1x3090,62,1,14343471104,0
US,-5,en,0,18,18,53,1,3968051692,1
IN,-4,en,13,1519,1x3090,39,1,64958234624,1
DE,1,de,0,2333,1x3090,27,1,34563651346,1
PH,8,en,0,69137,16,78,1,42512416768,1
NL,1,en,0,38,1x2080Ti,24,1,8382316544,0
UG,3,en,0,22228,1x3090,41,3,60007907328,0
NO,1,en,46,74,22,41,4,3.24486E+11,1
GB,0,en,0,18,1x2080Ti,180,1,3701473280,0
SA,3,en,1,27,1x3090,15,1,10962862080,1
US,2,pl,559,219,6x2080ti,27,6,2.17258E+11,1
VN,7,en,141,47,1x3090,154,1,36511708806,1
PK,5,en,204,21534,cpuhub1,17,4,2.19028E+11,1
CW,-4,en,6,132,1x3090,243,5,3.66426E+11,1
US,-6,en,26,2403,1x3090,45,5,3.04973E+11,1
DE,1,de,19,33,1x3090,32,1,64712867840,1
VN,7,en,1,126,1x2080Ti,84,1,4490002432,0
CL,-4,es,7,358,16,1440,2,26030321993,1
AD,1,es,0,31537,1x3090,69,1,49911169024,0
UG,3,en,0,59,1x3090,79,1,48776609792,0
AZ,4,tr,1,137,1x2080Ti,55,1,11882463232,0
VN,7,vi,0,1648,cpuhub1,18,1,1.19924E+11,0
VN,7,vi,124,55,1x3090,11,6,2.29557E+11,1
IN,5,en,2,99,cpuhub1,360,1,30361291358,1
GB,1,en,0,1440,1x3090,120,1,67072163840,0
VN,7,vi,NULL,22124,sliver,6,1,8550088704,0
SE,2,en,0,1674,16,17,2,49664753664,0
US,-4,en,1,460,6x3080,37,2,43456894767,1
VN,7,vi,0,37,1x3090,10,1,5140119552,0
US,3,he,0,60,6x2080ti,12,2,54489645213,1
IT,2,it,8,392,1x3090,34,2,59343280505,1
CH,1,de,0,40,22,50,2,1.94445E+11,0
VN,7,en,4,151,cpuhub1,286,2,40602393935,1
CZ,2,cs,1,58,22,2,2,74197237760,1
DE,2,en,9,132,1x3090,27,3,94861524992,1
DE,2,en,15,32,16,75,1,1.49262E+11,1
VN,7,en,281,321,18,2150,5,2.79866E+11,1
IN,5,en,0,2320,1x3090,79,1,24187502592,0
AE,4,en,99,2451,1x3090,108,5,1.86386E+11,0
MX,-6,es,14,420,1x2080Ti,16,1,9556721664,0
VN,7,vi,1,56,cpuhub1,32,4,1.13718E+11,1
TH,7,en,11,1770,1x2080Ti,732,1,65704820736,1
VN,7,en,483,99681,sliver,27,2,69731005164,1
US,5,en,2,977,1x3090,261,2,2.41338E+11,1
VN,7,vi,332,1541,sliver,3,1,73265053696,0
BR,-3,pt,1,40,1x3090,52,2,24776802304,0
US,-7,en,1,133,1x3090,3,1,25456279552,0
TR,3,tr,1,3787,1x3090,647,2,1.22484E+11,1
IT,1,it,0,602,1x3090,4,1,10139729920,0
US,-5,en,11,659,1x3090,44,1,47668859929,1
NG,1,en,31,754,16,73,3,63078756738,1
CL,-3,en,16,944,1x3090,79,1,46238239493,1
VN,7,vi,6,624,1x3090,29,4,1.20255E+11,1
US,-8,en,1,119,1x3090,374,1,47413460992,1
VN,7,vi,414,2402,1x2080Ti,133,5,1.22891E+11,1
NG,1,en,41,1202,1x2080Ti,18,2,35109627178,1
VN,7,vi,0,50,1x2080Ti,180,1,3074424832,0
IL,2,he,0,48,1x3090,45,2,60321708459,1
PT,0,en,1,102,1x3090,56,1,32005685248,0
TR,3,tr,42,7360,6x3090,27,1,47788851200,1
FR,2,fr,0,10990,23,41,1,57692651520,1
TR,3,en,0,60,16,68,1,36860592128,0
VN,7,en,8,25830,1x3090,106,1,2.44848E+11,1
ID,7,id,0,516,1x3090,127,1,26729250816,0
VN,7,en,1,7086,1x3090,21,3,59948864914,0
VN,7,vi,193,26,sliver,41,3,10609618982,1
US,-4,en,7,1821,16,300,4,1.47012E+11,1
US,-5,en,2,494,1x3090,224,1,81303437312,1
MD,2,en,464,54,1x3090,82,2,33855373312,1
PS,3,en,0,287,1x3090,79,1,24768413696,0
GB,0,en,1,224,1x3090,27,2,48595206144,0
VN,7,en,4,3769,1x2080Ti,32,1,1211350278,1
ID,7,id,0,17,cpuhub1,360,1,4286578688,0
PE,-5,es,NULL,36,golden,259,1,5242880,1
VN,7,vi,194,338,1x3090,1508,1,71671218176,1
DE,2,de,0,32,23,12,1,43622858752,0
SK,1,sk,0,268,cpuhub1,22,1,53099906,1
BR,-3,pt,9,84,1x3090,107,1,1.27887E+11,1
VN,7,en,471,37889,sliver,21,4,59863073076,1
GR,3,en,346,62,cpuhub1,7,8,1.28485E+12,1
DE,2,en,39,21,1x3090,262,1,94735695872,1
VN,7,en,0,2140,17,79,1,1.33949E+11,0
MY,8,en,520,37,1x2080Ti,69,5,1.94603E+11,1
IT,-5,en,122,17,1x2080Ti,180,2,36229426311,1
HK,8,en,0,114,16,66,3,9683221625,1
NL,2,nl,151,15357,1x3090,79,2,1.22161E+11,1
TN,1,en,1,906,16,50,1,32125222912,0
PH,8,tl,284,121066,1x3090,50,3,2.49981E+11,1
IT,2,it,7,53,1x3090,240,1,22011412172,1
ID,7,en,297,2480,1x2080Ti,43,2,499926766,1
VN,7,vi,2,2354,cpuhub1,110,1,33768341504,0
BA,1,en,20,27477,1x3090,12,1,98464432128,1
GB,0,en,2,517,22,296,1,75498520576,1
NL,2,nl,1,223,1x3090,427,1,18221813050,1
PL,2,ru,1,92,17,27,5,1.51205E+11,1
KR,9,ko,186,8681,18,16,12,5.54873E+11,1
HU,2,en,3,336,cpuhub1,1457,2,45861829080,1
US,-6,en,0,65190,16,64,1,25213009920,1
VN,7,vi,15,29,NULL,469,2,54110516202,1
DE,1,de,0,85,1x3090,11,1,28486664192,0
KR,9,ko,152,26887,1x3090,18,2,1.14473E+11,1
VN,7,en,144,61,1x3090,45,3,2.4344E+11,1
DE,2,de,1,31,6x3080,1025,1,2677151166,1
HU,2,hu,209,75,1x3090,159,1,10442629739,1
KR,9,ko,38,4075,16,78,5,2.88307E+11,1
VN,7,vi,387,32,1x2080Ti,109,2,42053140480,1
PT,1,en,126,44,1x3090,168,1,1.16489E+11,1
ID,7,en,0,877,22,267,1,15886792810,1
VN,7,en,0,105,1x3090,11,1,26183991296,0
IT,1,it,21,65,1x3090,27,1,26703108121,1
BR,8,en,0,49,1x3090,56,1,23621271552,0
BR,-3,pt,6,94,1x3090,53,1,51075088384,0
PH,8,en,0,17,1x3090,6,1,26163019776,0
VN,7,vi,5,10442,1x3090,5,2,86072766748,1
VN,7,vi,133,24,cpuhub1,949,2,1.54476E+11,1
VN,7,en,13,1534,1x3090,28,2,1.02685E+11,1
US,-5,en,157,174202,1x3090,25,3,2.753E+11,1
FR,1,fr,6,31,1x3090,34,1,34104934400,1
VN,7,vi,0,30,1x3090,544,1,97338261504,1
US,2,he,NULL,34,6x2080ti,20,1,6263144448,1
VN,7,vi,2,760,1x3090,67,2,2.25961E+11,1
VN,7,en,433,1454,1x3090,36,4,5.35797E+11,0
FR,2,en,212,222,16,32,1,49537875968,1
VN,7,vi,1,171,1x3090,85,1,39876296704,0
VN,7,vi,1,80,18,1,2,2.67899E+11,0
US,-7,en,1,6021,23,162,1,54391734272,1
ES,2,es,1,78,1x3090,61,1,28392292352,0
VN,7,vi,50,1304,1x2080Ti,18,2,20974011850,1
VN,7,vi,4,24,cpuhub1,648,1,17264670008,1
BR,-3,pt,217,124,18,193,3,4.34575E+11,1
VN,7,en,56,41,cpuhub1,180,2,48278857707,1
NL,2,nl,367,23,16,3,6,2.20922E+11,1
PL,1,pl,214,22,1x3090,47,3,85408252665,1
CZ,2,ru,0,26,23,130,1,39961231360,1
KR,9,ko,4,30,1x3090,48,1,36980129792,0
MY,8,en,305,274,NULL,1440,3,8.2168E+11,1
VN,7,en,0,21,1x2080Ti,180,1,3667918848,0
CH,1,fr,72,1643,1x3090,19,16,1.45616E+12,1
FR,2,fr,1,152,1x3090,94,2,1.91061E+11,1
VN,7,vi,206,644078,1x3090,38,1,32477510589,1
BB,-4,en,448,1412,1x3090,7,5,2.02125E+11,1
CO,-5,es,6,33,cpuhub1,509,2,41049907630,1
VN,7,vi,630,62,6x2080ti,33,5,2.27426E+11,1
GB,1,en,4,129296,22,620,1,72760379753,1
MY,8,en,3,6208,1x3090,111,1,12901258969,0
BE,2,nl,40,66,1x3090,111,1,52759101440,0
KH,7,en,1,209380,16,3,3,53028585472,0
IN,5,en,2,16,1x3090,670,1,92674946654,1
AU,11,en,42,197,1x3090,129,3,1.86674E+11,1
US,-4,en,61,1132,1x3090,214,4,1.48957E+11,1
RU,5,ru,14,20399,1x3090,6,2,40641332020,1
CA,-4,en,90,2385,1x3090,12,1,33502843081,1
ID,7,en,2,357,1x3090,64,1,44542459904,0
NL,1,nl,7,38680,6x2080ti,15,2,7350591133,1
DE,2,ru,31,18,16,122,2,1.68462E+11,1
DZ,1,fr,83,10660,16,14,1,63408439296,1
BR,-3,pt,111,22093,1x3090,11,6,6.14801E+11,1
GB,0,en,56,2363,1x3090,51,3,2.47813E+11,1
FR,2,fr,1,726,1x3090,60,1,26152534016,0
VN,7,vi,264,99,NULL,175,4,1.03541E+11,1
US,-5,en,334,15125,1x3090,2,2,75732353024,1
VN,7,en,15,112744,1x3090,1,1,35208036352,0
US,-5,en,0,49,18,10,1,10439634281,1
US,-4,en,13,62,16,533,2,36425640962,1
AU,10,en,45,48874,16,19,2,1.42784E+11,1
GB,0,en,0,13,cpuhub1,42,1,10815321158,1
VN,7,en,1,102,cpuhub1,127,1,19394312264,1
CH,2,en,0,4575,16,4,2,42803761283,1
VN,7,vi,1,1395,cpuhub1,19,1,13731102720,0
VN,7,vi,202,225,1x3090,28,2,67455536604,1
US,-6,en,139,21,1x2080Ti,5,5,95035456003,1
VN,7,en,73,3236,1x3090,1472,2,1.39349E+11,1
IN,5,en,168,73,1x3090,12,3,63613609511,1
VN,7,en,88,82,cpuhub1,36,3,1.11398E+11,1
US,-7,en,1,167,1x3090,11,1,46945796096,0
BR,-3,pt,0,51,1x3090,16,1,55554605056,0
VN,7,vi,0,35,1x3090,79,1,39444283392,0
DZ,1,en,1,179,1x3090,462,1,4.02073E+11,1
CA,-4,en,140,266,cpuhub1,4,4,71981596672,1
RU,3,ru,1,23243,1x3090,79,1,86980427776,0
VN,7,en,2,254,1x3090,7,1,20693179521,1
VN,7,vi,2,137,golden,34,3,27754758144,1
AU,11,en,8,1300,1x3090,54,3,9630026671,1
VN,7,en,0,33,1x3090,102,1,37256953856,0
ES,1,it,469,65,1x3090,29,8,4.26699E+11,1
SG,8,en,8,7396,22,14,1,46381662208,0
GB,1,en,9,116,6x2080ti,36,2,57971827644,1
AE,4,ar,232,645,18,4,3,86260149570,1
BY,3,en,0,904934,16,115,1,1.18702E+11,1
IN,5,en,0,132,1x3090,127,1,23873568141,1
GB,1,en,1,85,1x3090,27,1,27412922368,1
US,-5,en,8,1445,22,36,23,9.64397E+11,1
VN,7,vi,13,535317,cpuhub1,7,1,9411432589,0
US,-4,en,15,859,16,298,6,1.38226E+12,1
US,-6,en,0,43,1x2080Ti,180,1,4194304,0
IN,5,en,4,1149,1x3090,53,1,1.24052E+11,1
TR,3,tr,1,231,6x2080ti,1132,1,99745696046,1
US,-8,en,3,26339,6x3080,127,2,7034661920,1
VN,7,vi,51,152,16,48,1,90543705166,1
VN,7,vi,1,57,1x3090,3,3,74790731776,1
VN,7,en,26,159,1x3090,6,2,1.60574E+11,1
CO,-5,es,3,26279,1x3090,35,2,32088522752,0
GB,0,en,9,72,golden,89,18,1.70361E+11,1
BR,-3,pt,0,2526,1x2080Ti,21,1,14925430784,0
VN,7,vi,1,63,16,63,2,24899853441,1
FR,1,fr,63,35,23,1289,1,4.74124E+11,1
IN,5,en,134,139,cpuhub1,181,1,43222302720,0
CH,2,fr,1,28,23,473,3,2.32783E+11,1
US,-5,en,3,454,6x3090,15,1,7132630909,1
IN,5,en,259,159,1x3090,1026,2,42137026560,1
US,-7,en,0,76,1x3090,11,1,25334644736,0
US,-9,en,0,37,22,35,1,48537534464,1
GH,-8,en,0,100,1x3090,33,1,66927460352,0
VN,7,vi,15,34,1x3090,45,1,28462081821,1
UA,2,en,18,32,6x3090,119,5,2.41998E+11,1
ID,8,id,524,1057,1x2080Ti,68,4,1.77637E+11,1
BR,-3,pt,0,32,1x3090,6,1,39555432448,0
IL,2,en,0,39,cpuhub1,77,1,39564869632,0
GB,1,en,1,707,6x3090,18,2,80707846144,1
VN,7,vi,0,66,cpuhub1,360,1,1769996288,0
BR,-3,en,206,366,1x3090,87,2,84991279104,1
IN,5,en,95,206610,1x3090,56,1,98613329920,1
CH,2,it,0,1095,1x3090,11,2,34975748336,1
OM,4,en,144,520309,22,25,1,39297482752,1
IT,1,it,165,28596,1x3090,20,1,57517539328,1
CO,-5,es,42,14662,cpuhub1,39,2,32824623104,0
IT,1,it,499,6498,1x3090,86,1,24828182528,0
ID,7,en,4,123,1x3090,43,2,91406467072,0
US,-8,en,NULL,125,1x3090,198,1,4194304,1
AL,NULL,NULL,0,14,cpuhub1,7,2,36868682272,1
VN,7,vi,NULL,51,cpuhub1,131,2,60377006080,1
ZM,2,en,24,54415,1x3090,1,2,2.26181E+11,1
TR,3,tr,NULL,23,NULL,47,2,4496293888,1
RU,3,ru,20,162,16,78,1,22828125915,1
NG,1,en,336,118,1x2080Ti,54,5,98102887878,1
IS,0,en,182,57,1x3090,491,2,1.44362E+11,1
VN,7,en,280,181,cpuhub1,55,2,53205685494,1
DE,2,en,1,20,18,47,1,10615885813,1
GB,0,en,0,80,1x3090,117,1,29035798692,1
GB,1,en,10,4968,1x3090,101,1,55397318656,0
AD,2,en,9,44,1x3090,2708,1,70255989690,1
BY,3,ru,0,147,16,1,5,3.64358E+11,0
VN,9,en,3,400,17,43,1,26144506616,1
US,-7,en,459,9778,golden,27,6,57861588190,1
